County,incident_acres_burned,incident_longitude,incident_latitude,incident_type,Date
placer,308.0,-121.325842,38.838992,Wildfire,2019-11-25
yolo,,-121.729691,38.734634,Wildfire,2019-11-25
santa barbara,3126.0,-119.785,34.5025,Wildfire,2019-11-25
humboldt,15.0,-123.6378411,40.511092,Wildfire,2020-02-15
sierra,102.0,-120.3291855,39.6923001,Wildfire,2020-02-17
tehama,75.0,-122.84722222,40.33583333,Wildfire,2020-02-23
lassen,57.0,-120.49392,40.62155,Wildfire,2020-02-23
glenn,211.0,-122.94111111,39.75638899,Wildfire,2020-02-25
mendocino,211.0,-122.94111111,39.75638899,Wildfire,2020-02-25
glenn,154.0,-122.384532,39.774968,Wildfire,2020-03-02
riverside,180.0,-117.51793,33.96957,Wildfire,2020-03-03
yuba,,-121.12381,39.45493,Wildfire,2020-03-03
riverside,20.0,-117.40906,33.65263,Wildfire,2020-03-06
imperial,275.0,-115.5865,32.93432,Wildfire,2020-04-04
tehama,26.0,-122.43905,40.09554,Wildfire,2020-04-23
trinity,55.0,-122.97693,40.63442,Wildfire,2020-04-25
contra costa,47.0,-121.595225,37.82066,Wildfire,2020-04-27
kings,2060.0,-120.106407,36.075003,Wildfire,2020-05-03
santa barbara,156.0,-120.29379,34.47438,Wildfire,2020-05-07
butte,17.0,-121.47273,39.42208,Wildfire,2020-05-08
riverside,20.0,-117.024114,33.861054,Wildfire,2020-05-18
madera,152.0,-119.982359,37.11715,Wildfire,2020-05-21
napa,20.0,-122.403634,38.697834,Wildfire,2020-05-22
san luis obispo,5000.0,-120.70524,35.34237,Wildfire,2020-05-27
riverside,60.0,-117.34934,33.83167,Wildfire,2020-05-28
contra costa,60.0,-86.8616,35.9994,Wildfire,2020-05-30
santa barbara,1395.0,-119.74577,34.01389,Wildfire,2020-05-31
madera,237.0,-119.93221,37.11806,Wildfire,2020-06-01
placer,670.0,-121.390862,38.824371,Wildfire,2020-06-01
mendocino,10.0,-123.48018,39.1296,Wildfire,2020-06-01
lassen,37.0,-120.288882,40.809323,Wildfire,2020-06-02
riverside,129.0,-116.524014,33.782532,Wildfire,2020-06-02
solano,300.0,-122.042199,38.232281,Wildfire,2020-06-03
santa clara,19.0,-121.726223,37.329163,Wildfire,2020-06-04
shasta,15.0,-122.097933,40.837885,Wildfire,2020-06-04
santa clara,126.0,-121.851895,37.229703,Wildfire,2020-06-04
placer,39.0,-121.340239,38.98487,Wildfire,2020-06-05
sonoma,141.0,-122.549816,38.224849,Wildfire,2020-06-05
solano,79.0,-122.156313,38.196893,Wildfire,2020-06-05
sonoma,107.0,-122.536406,38.216134,Wildfire,2020-06-06
solano,1837.0,-122.038208,38.470809,Wildfire,2020-06-06
contra costa,100.0,-122.002811,37.994368,Wildfire,2020-06-06
monterey,211.0,-121.0781,36.2644,Wildfire,2020-06-07
mariposa,85.0,-120.215454,37.61955,Wildfire,2020-06-07
stanislaus,80.0,-121.16483,37.463636,Wildfire,2020-06-08
riverside,27.0,-117.37581,33.638067,Wildfire,2020-06-08
monterey,230.0,-120.81509,35.94979,Wildfire,2020-06-08
riverside,100.0,-117.46036,33.82925,Wildfire,2020-06-08
riverside,20.0,-116.89655,33.78275,Wildfire,2020-06-08
el dorado,29.0,-120.988571,38.827755,Wildfire,2020-06-09
mendocino,151.0,-123.21318,38.89695,Wildfire,2020-06-09
san diego,1100.0,-117.47166,33.37579,Wildfire,2020-06-09
ventura,300.0,-119.17808,34.29475,Wildfire,2020-06-10
san luis obispo,1680.0,-120.00521,35.35146,Wildfire,2020-06-10
ventura,803.0,-118.77347,34.46182,Wildfire,2020-06-10
san diego,100.0,-116.7862,32.73044,Wildfire,2020-06-11
san diego,90.0,-116.690712,32.580882,Wildfire,2020-06-11
placer,40.0,-121.378879,38.733421,Wildfire,2020-06-11
sacramento,5042.0,-121.201927,38.520981,Wildfire,2020-06-12
fresno,533.0,-119.36572,36.82276,Wildfire,2020-06-12
mariposa,191.0,-120.08522,37.40827,Wildfire,2020-06-13
riverside,10.0,-117.461925,33.776033,Wildfire,2020-06-13
mendocino,34.0,-80.49163,39.14783,Wildfire,2020-06-13
santa barbara,696.0,-120.28867,34.63309,Wildfire,2020-06-14
san luis obispo,445.0,-120.69959,35.17977,Wildfire,2020-06-15
san benito,813.0,-120.92925,36.3011,Wildfire,2020-06-16
san luis obispo,18.0,-120.56823,35.40953,Wildfire,2020-06-16
calaveras,1455.0,-120.72958,38.07741,Wildfire,2020-06-16
butte,95.0,-121.60037,39.52408,Wildfire,2020-06-17
san joaquin,89.0,-121.20828,38.23432,Wildfire,2020-06-17
tehama,68.0,-122.205628,40.000132,Wildfire,2020-06-17
monterey,83.0,-121.42113,35.9497,Wildfire,2020-06-17
kern,165.0,-118.6894,35.27678,Wildfire,2020-06-17
placer,110.0,-121.33956,38.89178,Wildfire,2020-06-18
tulare,130.0,-118.845123,36.37085,Wildfire,2020-06-18
butte,13.0,-121.45372,39.37577,Wildfire,2020-06-18
tulare,217.0,-118.8613,35.89133,Wildfire,2020-06-19
butte,89.0,-121.53976,39.36894,Wildfire,2020-06-20
modoc,11.0,-120.54161,41.5017,Wildfire,2020-06-20
tuolumne,10.0,-120.20316,38.08264,Wildfire,2020-06-21
monterey,195.0,-121.08753,35.90835,Wildfire,2020-06-21
monterey,52.0,-121.57407,36.69845,Wildfire,2020-06-21
tulare,1050.0,-119.19677,36.5537,Wildfire,2020-06-22
monterey,348.0,-120.87858,35.9789,Wildfire,2020-06-22
san luis obispo,15.0,-120.68326,35.62906,Wildfire,2020-06-22
fresno,19.0,-119.33439,36.97511,Wildfire,2020-06-23
lassen,563.0,-120.28147,40.43203,Wildfire,2020-06-23
lassen,210.0,-120.04635,40.44793,Wildfire,2020-06-24
riverside,12.0,-115.96594,33.27665,Wildfire,2020-06-24
stanislaus,202.0,-121.18355,37.46265,Wildfire,2020-06-25
san luis obispo,263.0,-119.88048,35.30742,Wildfire,2020-06-25
mono,280.0,-119.00289,38.22554,Wildfire,2020-06-26
riverside,59.0,-116.750925,33.565093,Wildfire,2020-06-26
merced,2192.0,-121.21912,37.06641,Wildfire,2020-06-28
san luis obispo,33.0,-120.96759,35.69993,Wildfire,2020-06-28
lassen,12.0,-121.2199939,41.0336731,Wildfire,2020-06-29
butte,136.0,-121.4319,39.3784,Wildfire,2020-06-30
trinity,62.0,-123.437051,40.791509,Wildfire,2020-06-30
kern,4000.0,-118.702732,35.310132,Wildfire,2020-07-01
los angeles,648.0,-118.324601,34.542742,Wildfire,2020-07-01
madera,500.0,-119.9252132,36.9678542,Wildfire,2020-07-02
san luis obispo,157.0,-120.053275,35.393889,Wildfire,2020-07-03
san bernardino,62.0,-117.124353,34.182436,Wildfire,2020-07-03
alameda,108.0,-121.876277,37.536015,Wildfire,2020-07-04
san luis obispo,583.0,-120.00485,35.351065,Wildfire,2020-07-05
santa clara,353.0,-121.567505,37.166733,Wildfire,2020-07-04
merced,100.0,-121.086625,37.091637,Wildfire,2020-07-05
fresno,67.0,-119.116536,36.750186,Wildfire,2020-07-05
santa clara,5513.0,-121.501532,37.034839,Wildfire,2020-07-05
los angeles,1525.0,-118.328877,34.467915,Wildfire,2020-07-05
contra costa,298.0,-122.25471,38.02996,Wildfire,2020-07-06
san joaquin,150.0,-121.53524,37.71984,Wildfire,2020-07-06
solano,75.0,-122.12447,38.21614,Wildfire,2020-07-06
el dorado,32.0,-120.941267,38.58488,Wildfire,2020-07-07
colusa,25.0,-122.65813,39.35498,Wildfire,2020-07-07
riverside,10.0,-116.7464168,33.551838,Wildfire,2020-07-09
santa clara,31.0,-121.79349,37.37731,Wildfire,2020-07-11
madera,108.0,-119.50307,37.1487,Wildfire,2020-07-11
riverside,2.0,-117.108421,33.623968,Wildfire,2020-07-13
butte,33.0,-121.37994,39.43227,Wildfire,2020-07-13
riverside,91.0,-116.83552,33.48429,Wildfire,2020-07-13
fresno,29667.0,-120.52193,36.09493,Wildfire,2020-07-13
san benito,1485.0,-121.04401,36.653,Wildfire,2020-07-15
mariposa,48.0,-119.95807,37.42319,Wildfire,2020-07-15
yuba,500.0,-121.33589,39.10112,Wildfire,2020-07-15
alameda,253.0,-121.59374,37.64044,Wildfire,2020-07-16
san bernardino,119.0,-116.97557,34.39464,Wildfire,2020-07-17
siskiyou,557.0,-122.69296,41.79319,Wildfire,2020-07-18
lassen,9564.0,-120.86375,40.420886,Wildfire,2020-07-18
shasta,333.0,-122.792645,40.462621,Wildfire,2020-07-19
lassen,22614.0,-120.923293,41.11037,Wildfire,2020-07-20
humboldt,100.0,-123.6986222,41.1849445,Wildfire,2020-07-20
butte,30.0,-121.604579,39.506597,Wildfire,2020-07-20
contra costa,75.0,-121.620238,37.977309,Wildfire,2020-07-20
san bernardino,71.0,-117.192142,34.135626,Wildfire,2020-07-20
madera,135.0,-119.932391,37.118075,Wildfire,2020-07-20
mono,120.0,-118.711135,37.518879,Wildfire,2020-07-21
siskiyou,83261.0,-121.477,41.699,Wildfire,2020-07-24
modoc,83261.0,-121.477,41.699,Wildfire,2020-07-24
riverside,145.0,-117.033124,33.93327,Wildfire,2020-07-24
colusa,138.0,-122.359663,39.013591,Wildfire,2020-07-24
riverside,250.0,-117.429598,34.028116,Wildfire,2020-07-25
sacramento,51.0,-121.044895,38.420382,Wildfire,2020-07-26
merced,788.0,-121.101634,37.083806,Wildfire,2020-07-27
lassen,,-120.025872,39.922415,Wildfire,2020-07-27
los angeles,321.0,-118.72004,34.75844,Wildfire,2020-07-27
humboldt,25.0,-124.19954,40.78804,Wildfire,2020-07-27
san diego,100.0,-116.77048,32.62212,Wildfire,2020-07-28
san luis obispo,3222.0,-120.00521,35.35146,Wildfire,2020-07-28
san bernardino,185.0,-117.45479,34.25143,Wildfire,2020-07-29
sacramento,741.0,-121.17197,38.40329,Wildfire,2020-07-29
riverside,104.0,-117.034461,33.934137,Wildfire,2020-07-30
los angeles,220.0,-117.889503,34.17363,Wildfire,2020-07-30
kern,233.0,-118.7933,35.14357,Wildfire,2020-07-30
riverside,33424.0,-116.9617,33.99139,Wildfire,2020-07-31
modoc,,-120.17183,41.52261,Wildfire,2020-07-31
tehama,684.0,-121.6415,40.34659,Wildfire,2020-08-01
los angeles,178.0,-118.59699,34.51853,Wildfire,2020-08-01
san luis obispo,2005.0,-120.47346,35.43128,Wildfire,2020-08-01
el dorado,36.0,-121.103299,38.686478,Wildfire,2020-08-02
riverside,52.0,-116.641846,33.924086,Wildfire,2020-08-02
lassen,6882.0,-120.44811,40.36764,Wildfire,2020-08-02
colusa,560.0,-122.48525,39.31313,Wildfire,2020-08-02
los angeles,120.0,-118.21608,34.04447,Wildfire,2020-08-02
yuba,600.0,-121.38178,39.11307,Wildfire,2020-08-02
los angeles,200.0,-118.49731,34.3428,Wildfire,2020-08-03
kern,7760.0,-118.53361,35.43044,Wildfire,2020-08-03
san luis obispo,,-119.5795,34.93442,Wildfire,2020-08-03
fresno,594.0,-119.2439,36.90933,Wildfire,2020-08-04
san luis obispo,322.0,-120.40457,35.61521,Wildfire,2020-08-04
kern,277.0,-118.92967,34.93929,Wildfire,2020-08-06
los angeles,210.0,-118.46115,-118.46115,Wildfire,2020-08-06
mendocino,177.0,-123.262437,39.82454,Wildfire,2020-08-10
placer,65.0,-121.318472,38.81111,Wildfire,2020-08-10
lassen,285.0,-120.549595,40.590714,Wildfire,2020-08-11
kern,424.0,-119.444977,34.962524,Wildfire,2020-08-12
los angeles,31089.0,-118.452,34.679,Wildfire,2020-08-12
san luis obispo,183.0,-119.987565,35.308259,Wildfire,2020-08-12
sacramento,512.0,-121.172572,38.474502,Wildfire,2020-08-13
los angeles,4237.0,-117.910498,34.160265,Wildfire,2020-08-13
sierra,,-120.889438,39.716713,Wildfire,2020-08-13
butte,110.0,-121.633994,39.647686,Wildfire,2020-08-14
sierra,47029.0,-120.143473,39.702438,Wildfire,2020-08-14
san luis obispo,320.0,-120.856731,35.472114,Wildfire,2020-08-15
fresno,2121.0,-120.427342,36.09876,Wildfire,2020-08-15
san luis obispo,20.0,-120.801074,35.519723,Wildfire,2020-08-16
glenn,727.0,-122.427358,39.52452,Wildfire,2020-08-16
monterey,48088.0,-121.62161,36.60239,Wildfire,2020-08-16
mendocino,1032648.0,-122.673,39.776,Wildfire,2020-08-16
humboldt,1032648.0,-122.673,39.776,Wildfire,2020-08-16
trinity,1032648.0,-122.673,39.776,Wildfire,2020-08-16
tehama,1032648.0,-122.673,39.776,Wildfire,2020-08-16
glenn,1032648.0,-122.673,39.776,Wildfire,2020-08-16
lake,1032648.0,-122.673,39.776,Wildfire,2020-08-16
colusa,1032648.0,-122.673,39.776,Wildfire,2020-08-16
nevada,705.0,-121.100352,39.29241,Wildfire,2020-08-17
mono,,-119.010655,37.919382,Wildfire,2020-08-17
glenn,275.0,-122.5012461,39.555943,Wildfire,2020-08-17
ventura,3000.0,-118.758965,34.438759,Wildfire,2020-08-17
el dorado,14.0,-120.876546,38.840068,Wildfire,2020-08-17
santa cruz,86509.0,-122.22275,37.17162,Wildfire,2020-08-16
san mateo,86509.0,-122.22275,37.17162,Wildfire,2020-08-16
santa clara,396624.0,-121.30435,37.439437,Wildfire,2020-08-16
san joaquin,396624.0,-121.30435,37.439437,Wildfire,2020-08-16
contra costa,396624.0,-121.30435,37.439437,Wildfire,2020-08-16
alameda,396624.0,-121.30435,37.439437,Wildfire,2020-08-16
stanislaus,396624.0,-121.30435,37.439437,Wildfire,2020-08-16
tuolumne,,-119.869,38.183,Wildfire,2020-08-18
monterey,6901.0,-121.68181,36.4463,Wildfire,2020-08-18
mendocino,62.0,-123.013667,39.276,Wildfire,2020-08-18
calaveras,1783.0,-120.763258,38.027921,Wildfire,2020-08-18
mendocino,820.0,-123.2111007,39.8174372,Wildfire,2020-08-18
napa,363220.0,-122.14864,38.48193,Wildfire,2020-08-17
solano,363220.0,-122.14864,38.48193,Wildfire,2020-08-17
lake,363220.0,-122.14864,38.48193,Wildfire,2020-08-17
sonoma,363220.0,-122.14864,38.48193,Wildfire,2020-08-17
yolo,363220.0,-122.14864,38.48193,Wildfire,2020-08-17
tehama,19609.0,-122.4393,40.09571,Wildfire,2020-08-17
glenn,19609.0,-122.4393,40.09571,Wildfire,2020-08-17
calaveras,55.0,-120.85258,38.03106,Wildfire,2020-08-19
tuolumne,2857.0,-120.312565,37.813779,Wildfire,2020-08-20
san diego,45.0,-117.328234,33.454896,Wildfire,2020-08-20
santa clara,143.0,-121.68465,37.18725,Wildfire,2020-08-21
plumas,29570.0,-120.757,40.274,Wildfire,2020-08-22
lassen,,-120.281389,41.028611,Wildfire,2020-08-23
marin,4929.0,-122.836701,38.018089,Wildfire,2020-08-18
san luis obispo,53.0,-120.1243296,35.4335197,Wildfire,2020-08-25
lassen,567.0,-120.536,40.773,Wildfire,2020-08-26
placer,9.0,-121.10411,38.8825,Wildfire,2020-08-26
los angeles,290.0,-118.36411,34.65979,Wildfire,2020-08-28
madera,400.0,-119.88673,37.08053,Wildfire,2020-08-30
trinity,,-123.12461,40.82126,Wildfire,2020-09-01
mono,,-119.568,38.568,Wildfire,2020-09-01
lake,13.0,-122.637037,39.012743,Wildfire,2020-09-01
fresno,379895.0,-119.261175,37.19147,Wildfire,2020-09-04
madera,379895.0,-119.261175,37.19147,Wildfire,2020-09-04
san bernardino,22744.0,-116.98669,34.08056,Wildfire,2020-09-05
riverside,22744.0,-116.98669,34.08056,Wildfire,2020-09-05
san diego,16390.0,-116.692705,32.765615,Wildfire,2020-09-05
mendocino,1100.0,-123.3965,39.4935,Wildfire,2020-09-07
el dorado,,-120.394,38.99,Wildfire,2020-09-08
yuba,1311.0,-121.32361,39.3637,Wildfire,2020-09-09
stanislaus,45.0,-121.18018,37.46377,Wildfire,2020-09-08
siskiyou,45.0,-122.84057,41.68229,Wildfire,2020-09-09
siskiyou,50.0,-123.021635,41.575549,Wildfire,2020-09-11
fresno,1185.0,-119.027309,37.135474,Wildfire,2020-09-12
siskiyou,2188.0,-122.847359,41.211022,Wildfire,2020-09-16
santa barbara,111.0,-120.491594,34.773809,Wildfire,2020-09-16
riverside,6254.0,-116.68386,33.88831,Wildfire,2020-09-17
napa,67484.0,-122.49745,38.56295,Wildfire,2020-09-27
sonoma,67484.0,-122.49745,38.56295,Wildfire,2020-09-27
shasta,56338.0,-122.56656,40.53927,Wildfire,2020-09-27
tehama,56338.0,-122.56656,40.53927,Wildfire,2020-09-27
los angeles,230.0,-118.4,34.563,Wildfire,2020-09-28
riverside,454.0,-117.374419,33.764357,Wildfire,2020-09-29
amador,48.0,-121.003602,38.49375,Wildfire,2020-09-30
sacramento,20.0,-121.039236,38.464074,Wildfire,2020-10-03
amador,21.0,-121.006635,38.424016,Wildfire,2020-10-04
yuba,56.0,-121.450982,39.181047,Wildfire,2020-10-07
contra costa,30.0,-122.104314,37.821737,Wildfire,2020-10-11
calaveras,21.0,-120.64541,37.98337,Wildfire,2020-10-13
san bernardino,170.0,-117.138078,34.014728,Wildfire,2020-10-15
el dorado,15.0,-120.964726,38.659387,Wildfire,2020-10-18
butte,6.0,-121.54475,39.51694,Wildfire,2020-10-22
humboldt,102.0,-123.88658,40.55823,Wildfire,2020-10-23
napa,61.0,-122.37828,38.56184,Wildfire,2020-10-23
shasta,275.0,-122.39033,40.38869,Wildfire,2020-10-25
tehama,275.0,-122.39033,40.38869,Wildfire,2020-10-25
shasta,133.0,-122.18102,40.47646,Wildfire,2020-10-25
shasta,5.0,-122.342,40.41486,Wildfire,2020-10-25
orange,12466.0,-117.65719,33.73614,Wildfire,2020-10-26
placer,,-120.488892,39.009454,Wildfire,2020-10-26
orange,13964.0,-117.675067,33.877257,Wildfire,2020-10-26
riverside,150.0,-117.51476,34.03343,Wildfire,2020-11-01
san bernardino,150.0,-117.51476,34.03343,Wildfire,2020-11-01
los angeles,131.0,-117.778561,34.146195,Wildfire,2020-11-06
riverside,1087.0,-117.62109,33.893351,Wildfire,2020-12-01
riverside,200.0,-117.051463,33.773754,Wildfire,2020-12-03
orange,6686.0,-117.674967,33.743842,Wildfire,2020-12-02
san diego,,-116.9075,32.75277778,,2020-12-02
lassen,24.0,-120.374514,41.591948,Wildfire,2020-12-03
ventura,174.0,-119.078,34.33622,,2020-12-07
riverside,1954.0,-117.03459,33.93244,Wildfire,2020-12-13
san bernardino,,-117.31544,34.52927,Wildfire,2020-12-26
ventura,250.0,-118.83967,34.20955,Wildfire,2021-01-14
madera,23.0,-119.51982,37.25086,Wildfire,2021-01-19
santa cruz,20.0,-122.10509,37.08931,Wildfire,2021-01-19
san mateo,15.0,-122.28823,37.18259,Wildfire,2021-01-18
santa cruz,22.0,-122.1756,37.17749,,2021-01-18
kern,865.0,-119.185309,34.99432,Wildfire,2021-01-19
riverside,43.0,-116.10723,33.52871,Wildfire,2021-01-19
los angeles,184.0,-118.5553174,34.3585229,,2021-01-19
santa cruz,20.0,-122.13372,37.18381,Wildfire,2021-01-19
santa cruz,37.0,-121.83627,36.98767,Wildfire,2021-01-19
kern,86.0,-117.5910734433329,35.5819816117628,Wildfire,2021-03-14
siskiyou,873.0,-121.627082,41.927772,Fire,2021-03-27
tuolumne,23.0,-120.131236,37.813464,Fire,2021-03-28
shasta,35.0,-122.0536419,40.6758842,Wildfire,2021-04-01
ventura,25.0,-118.70009500551254,34.30277328465364,Fire,2021-04-04
san diego,28.0,-116.582369,32.958961,Wildfire,2021-04-12
mendocino,200.0,-123.35838,38.99914,Wildfire,2021-04-18
sutter,80.0,-121.5896697,38.9743823,Wildfire,2021-04-19
kern,50.0,-1191414610.0,34.9471195,Wildfire,2021-04-23
merced,93.0,-121.143154,37.0953436,Fire,2021-04-24
los angeles,650.0,-118.616276,34.449686,Wildfire,2021-04-28
lake,65.0,-122.51771555326388,38.88437128468345,Wildfire,2021-04-29
calaveras,160.0,-120.856628,38.223179,Wildfire,2021-04-29
el dorado,32.0,-121.034998,38.773294,Wildfire,2021-05-01
san diego,5366.0,-116.443391,32.987532,Wildfire,2021-05-02
riverside,32.0,-116.767011,33.532246,Wildfire,2021-05-04
riverside,226.0,-117.044072,33.86972,Wildfire,2021-05-05
butte,550.0,-121.91936,39.85479,Wildfire,2021-05-08
calaveras,118.0,-120.85258,38.03106,Wildfire,2021-05-08
sacramento,44.0,-121.45965,38.28328,Wildfire,2021-05-08
yuba,35.0,-121.361339,39.2510745,Wildfire,2021-05-12
los angeles,442.0,-117.663815,34.454231,Wildfire,2021-05-12
merced,97.0,-120.419624,37.560209,Wildfire,2021-05-14
lassen,29.0,-120.094517,40.971612,Wildfire,2021-05-14
los angeles,1202.0,-118.558938,34.079046,Wildfire,2021-05-14
riverside,300.0,-117.1116,33.8948,,2021-05-18
riverside,17.0,-115.917099,33.50994,,2021-05-19
el dorado,45.0,-121.01365,38.56101,,2021-05-19
los angeles,300.0,-118.5044868,34.7591895,Wildfire,2021-05-20
humboldt,25.0,-123.66003,41.23106,Wildfire,2021-05-21
mendocino,18.0,-123.23205,39.384319,,2021-05-21
riverside,115.0,-117.471517,33.965596,Wildfire,2021-05-24
mariposa,197.0,-120.00392,37.45646,Wildfire,2021-05-27
stanislaus,508.0,-120.8391587117288,37.89346196853137,,2021-05-27
monterey,1118.0,-120.854096,35.932852,Wildfire,2021-05-30
fresno,25.0,-119.3484121800294,36.86201725309289,Wildfire,2021-05-31
madera,45.0,-119.5166045,37.1619216,Wildfire,2021-05-31
riverside,28.0,-117.089849,33.631955,,2021-06-01
riverside,43.0,-116.90145,33.895007,Fire,2021-06-02
madera,50.0,-119.86047836209606,37.24484944019164,Wildfire,2021-06-06
yuba,939.0,-121.333346,39.084872,Wildfire,2021-06-08
san bernardino,250.0,-117.41835464122236,34.383247203440405,Wildfire,2021-06-09
san diego,1000.0,-117.34832277422022,33.315711565249096,Wildfire,2021-06-09
yolo,34.0,-122.238889,38.899722,Wildfire,2021-06-09
riverside,341.0,-116.4518615,33.5812044,Wildfire,2021-06-13
amador,67.0,-120.9608439,38.3046414,Wildfire,2021-06-13
yuba,150.0,-121.3587065,39.1956433,Wildfire,2021-06-13
santa clara,35.0,-121.76309,37.24042,Wildfire,2021-06-14
riverside,15.0,-116.94956,33.67127,Wildfire,2021-06-15
shasta,108.0,-122.49164,40.61468,Wildfire,2021-06-15
tehama,165.0,-122.16025,40.10806,Wildfire,2021-06-15
el dorado,10.0,-121.01273,38.79988,Wildfire,2021-06-16
lake,42.0,-122.916,39.16338,Wildfire,2021-06-17
butte,402.0,-121.76629,39.77144,Wildfire,2021-06-17
inyo,560.0,-118.20355,36.59717,Wildfire,2021-06-18
tulare,11.0,-119.10788,36.47887,Wildfire,2021-06-18
tulare,800.0,-118.85799,36.03223,Wildfire,2021-06-18
tulare,1265.0,-118.76857,36.03887,Wildfire,2021-06-18
monterey,2877.0,-121.558858,36.151231,Wildfire,2021-06-18
kern,48.0,-118.86258,34.83498,,2021-06-18
san diego,515.0,-116.233056,32.903917,,2021-06-19
riverside,95.0,-116.707967,33.551747,Fire,2021-06-19
inyo,592.0,-118.1420738,36.6000177,,2021-06-19
shasta,761.0,-122.12107,40.53297,Fire,2021-06-20
riverside,20.0,-116.1147496,33.499081,Fire,2021-06-20
san diego,53.0,-116.9543,33.09183,Fire,2021-06-20
placer,42.0,-121.39247,38.728881,Wildfire,2021-06-21
modoc,580.0,-120.729446,41.583949,Fire,2021-06-22
san benito,145.0,-120.987172,36.63228,,2021-06-23
shasta,50.0,-122.481055,40.475558,,2021-06-23
san diego,350.0,-117.095858,33.337282,Wildfire,2021-06-23
modoc,134.0,-120.497502,41.562302,Wildfire,2021-06-24
santa clara,37.0,-121.584194,37.118582,Wildfire,2021-06-25
el dorado,11.0,-120.876096,38.659971,Wildfire,2021-06-26
siskiyou,26409.0,-122.329,41.459,Wildfire,2021-06-24
kern,220.0,-118.793912,35.442533,Wildfire,2021-06-26
kern,1984.0,-118.891,34.919,Wildfire,2021-06-27
butte,76.0,-121.406,40.039,Wildfire,2021-06-27
fresno,140.0,-119.735,36.932,Wildfire,2021-06-27
san bernardino,35.0,-117.280416,34.20849,Wildfire,2021-06-28
riverside,122.0,-117.050236,33.740058,Wildfire,2021-06-28
madera,35.0,-122.054254,41.665191,,2021-06-28
siskiyou,10580.0,-122.054254,41.665191,Wildfire,2021-06-28
siskiyou,118.0,-122.374848,41.917209,Wildfire,2021-06-28
fresno,277.0,-119.25484409482164,37.02865766813302,Wildfire,2021-06-30
shasta,12660.0,-122.348956,40.860525,Wildfire,2021-06-30
lassen,,-120.24,40.74,Wildfire,2021-06-30
plumas,,-120.3415,39.83203,Fire,2021-07-02
san diego,173.0,-116.677511,33.119448,Fire,2021-07-03
tulare,384.0,-119.017899,36.10007,Wildfire,2021-07-03
plumas,105670.0,-120.3415,39.83203,Wildfire,2021-07-04
los angeles,868.0,-118.87933,34.808751,Wildfire,2021-07-04
fresno,75.0,-119.393795,36.802809,Wildfire,2021-07-04
modoc,1011.0,-120.638464,41.80728,Wildfire,2021-07-05
mendocino,80.0,-123.224377,39.253647,Wildfire,2021-07-07
merced,92.0,-121.05758,37.06047,Fire,2021-07-09
modoc,110.0,-121.77593,41.28523,Wildfire,2021-07-09
san diego,86.0,-116.6253,32.82731,Wildfire,2021-07-10
contra costa,128.0,-121.667665,37.865193,Wildfire,2021-07-11
kern,71.0,-118.81448,34.85178,Wildfire,2021-07-11
mariposa,9656.0,-119.869785,37.350823,Wildfire,2021-07-11
siskiyou,357.0,-121.82403,41.25272,Wildfire,2021-07-11
mono,2965.0,-118.8745,37.8024,Wildfire,2021-07-12
butte,963309.0,-121.389439,39.871306,Wildfire,2021-07-13
plumas,963309.0,-121.389439,39.871306,Wildfire,2021-07-13
shasta,963309.0,-121.389439,39.871306,Wildfire,2021-07-13
lassen,963309.0,-121.389439,39.871306,Wildfire,2021-07-13
tehama,963309.0,-121.389439,39.871306,Wildfire,2021-07-13
tehama,43.0,-122.64768,40.1703,Wildfire,2021-07-14
marin,35.0,-122.7418335,38.0975072,Wildfire,2021-07-14
alpine,1320.0,-119.7512546,38.4504695,Wildfire,2021-06-25
san diego,30.0,-116.634023,32.578481,Wildfire,2021-07-15
alpine,68637.0,-119.8591887,38.6280042,Wildfire,2021-07-04
tehama,43.0,-122.55195,39.999396,Wildfire,2021-07-17
lassen,55.0,-120.45187,40.86955,Wildfire,2021-07-18
riverside,50.0,-117.070814,33.889516,Wildfire,2021-07-20
kern,2098.0,-118.46461,35.41153,Wildfire,2021-07-20
yuba,45.0,-121.24684,39.383922,Wildfire,2021-07-20
trinity,25.0,-123.505,39.976,Fire,2021-07-23
tulare,100.0,-118.722167,36.199833,Wildfire,2021-07-26
monterey,171.0,-121.224797,36.476664,Wildfire,2021-07-28
plumas,85.0,-120.8468224,40.183504,Wildfire,2021-07-29
shasta,122653.0,-123.034,40.35,Fire,2021-07-30
trinity,122653.0,-123.034,40.35,Fire,2021-07-30
tehama,122653.0,-123.034,40.35,Fire,2021-07-30
calaveras,153.0,-120.867498,38.054116,Wildfire,2021-07-30
los angeles,340.0,-118.8217926,34.7479248,Wildfire,2021-07-31
san luis obispo,75.0,-120.560856,35.65927,Wildfire,2021-07-31
siskiyou,145632.0,-121.9154934,41.5289901,Wildfire,2021-08-01
shasta,50.0,-122.482826,40.466364,Wildfire,2021-08-01
trinity,223124.0,-123.337,40.752,Wildfire,2021-07-30
siskiyou,199359.0,-123.057,41.389,Wildfire,2021-07-30
trinity,199359.0,-123.057,41.389,Wildfire,2021-07-30
los angeles,50.0,-117.65989,34.23604,Wildfire,2021-08-03
shasta,60.0,-122.506112,40.604986,Wildfire,2021-08-04
nevada,2619.0,-121.01468,39.08805,Wildfire,2021-08-04
placer,2619.0,-121.01468,39.08805,Wildfire,2021-08-04
