County,Date,Year,Month,Day,incident_acres_burned,log_acres_burned,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Max Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),No_Drought,D0,D1,D2,D3,D4,Drought_Score,Drought_D3_D4,Any_Drought,Temp_Range,Avg_Temp,Is_Fire_Season,Season,Fire_Impact_Per_Capita,Max_Air_Temp_mean_7d,Max_Air_Temp_max_7d,Min_Air_Temp_mean_7d,Min_Air_Temp_min_7d,Precip_sum_7d,Precip_max_7d,Avg_Wind_Speed_mean_7d,Avg_Wind_Speed_max_7d,Max_Rel_Hum_mean_7d,Max_Rel_Hum_min_7d,Sol_Rad_mean_7d,Avg_Vap_Pres_mean_7d,ETo_sum_7d,Avg_Soil_Temp_mean_7d,Wind_Run_sum_7d,Population,Density,Land Area (mi)
monterey,2016-07-22,2016,7,22,100.0,4.61512051684126,0.32,0.0,727.0,9.9,92.5,46.7,87.0,6.6,158.9,74.0,0.0,100.0,99.83,81.3,72.2,52.77,406.09999999999997,124.97,100.0,45.8,69.6,1,Summer,0.00022976251746195133,83.92857142857143,90.0,48.885714285714286,45.1,0.0,0.0,6.285714285714286,9.4,94.42857142857143,89.0,681.7142857142857,12.014285714285714,1.77,74.14285714285714,1057.7,435232.0,132.61182205971969,3282.0
monterey,2016-07-22,2016,7,22,132127.0,11.791526428685817,0.32,0.0,727.0,9.9,92.5,46.7,87.0,6.6,158.9,74.0,0.0,100.0,99.83,81.3,72.2,52.77,406.09999999999997,124.97,100.0,45.8,69.6,1,Summer,0.3035783214469524,83.92857142857143,90.0,48.885714285714286,45.1,0.0,0.0,6.285714285714286,9.4,94.42857142857143,89.0,681.7142857142857,12.014285714285714,1.77,74.14285714285714,1057.7,435232.0,132.61182205971969,3282.0
san diego,2016-07-22,2016,7,22,28.0,3.367295829986474,0.26,0.0,674.0,17.8,95.4,64.3,92.0,3.4,81.0,77.0,0.0,100.0,100.0,100.0,66.61,0.0,366.61,66.61,100.0,31.10000000000001,79.85,1,Summer,8.439456993280686e-06,83.37142857142858,92.2,63.300000000000004,62.0,0.02999999999999978,0.03,3.857142857142857,4.1,91.14285714285714,89.0,657.0,19.2,1.6199999999999999,76.21428571428571,647.7,3317749.0,788.0638954869358,4210.0
solano,2016-07-22,2016,7,22,57.0,4.060443010546419,0.225,0.0,658.0,11.6,92.9,52.4,81.0,2.7,64.7,71.6,0.0,100.0,95.38,64.15,0.0,0.0,259.53,0.0,100.0,40.50000000000001,72.65,1,Summer,0.00012948453795600705,90.38571428571429,96.0,53.58571428571429,52.0,0.0,0.0,3.0000000000000004,3.2,79.28571428571429,67.0,654.7142857142857,11.228571428571428,1.61,72.7,501.40000000000003,440207.0,535.5316301703162,822.0
contra costa,2016-07-24,2016,7,24,40.0,3.713572066704308,0.28,0.06,639.0,14.7,100.5,59.2,100.0,4.0,96.6,72.4,0.0,100.0,100.0,85.17,34.87,0.0,320.04,34.87,100.0,41.3,79.85,1,Summer,3.523834777958766e-05,91.25714285714285,100.1,54.07142857142857,51.4,0.4100000000000001,0.08,5.557142857142858,5.9,94.42857142857143,78.0,645.2857142857143,12.571428571428571,1.9300000000000002,71.22857142857143,932.9,1135127.0,1583.1617852161785,717.0
madera,2016-07-29,2016,7,29,38.0,3.6635616461296463,0.25,0.0,555.0,16.5,105.1,61.7,85.0,3.3,79.6,84.5,0.0,100.0,100.0,100.0,100.0,38.71,438.71,138.71,100.0,43.39999999999999,83.4,1,Summer,0.00024564147979598826,101.95714285714284,106.1,57.3,52.8,0.0,0.0,3.585714285714286,4.6,84.0,68.0,599.2857142857143,14.585714285714285,1.83,83.01428571428572,604.2,154697.0,72.38979878334113,2137.0
fresno,2016-07-30,2016,7,30,2241.0,7.715123603632105,0.33,0.0,646.0,10.9,107.0,69.0,48.0,5.1,121.7,76.3,0.0,100.0,100.0,100.0,100.0,60.94,460.94,160.94,100.0,38.0,88.0,1,Summer,0.0022869330503155886,103.77142857142857,105.9,63.82857142857143,55.9,0.0,0.0,4.814285714285714,6.3,52.142857142857146,35.0,680.7142857142857,10.62857142857143,2.24,74.74285714285715,810.1,979915.0,164.47045988586774,5958.0
santa clara,2016-07-30,2016,7,30,114.0,4.74493212836325,0.2,0.0,566.0,14.7,81.0,52.9,95.0,5.3,128.2,69.5,0.0,100.0,82.31,70.93,41.7,0.0,294.94,41.7,100.0,28.1,66.95,1,Summer,5.9393498600084816e-05,89.67142857142858,97.3,51.54285714285714,49.2,0.0,0.0,4.857142857142857,6.2,90.42857142857143,81.0,658.8571428571429,13.62857142857143,1.76,69.41428571428571,814.2,1919402.0,1486.7560030983734,1291.0
tuolumne,2016-07-30,2016,7,30,32.0,3.4965075614664802,0.29,0.0,636.0,7.5,96.7,66.0,36.0,3.7,89.2,77.6,0.0,100.0,100.0,100.0,99.59,6.76,406.35,106.35000000000001,100.0,30.700000000000003,81.35,1,Summer,0.0005947513196044904,98.28571428571429,100.5,61.028571428571425,53.1,0.0,0.0,3.185714285714286,3.5,45.142857142857146,40.0,680.0,8.742857142857144,1.9900000000000002,74.74285714285715,534.0,53804.0,24.22512381809996,2221.0
butte,2016-08-02,2016,8,2,520.0,6.255750041753367,0.23,0.0,677.0,18.4,89.7,55.0,96.0,1.8,44.2,75.3,0.0,100.0,100.0,0.0,0.0,0.0,200.0,0.0,100.0,34.7,72.35,1,Summer,0.0022921221524790183,95.11428571428573,98.6,61.15714285714286,56.0,0.0,0.0,2.1857142857142855,2.8,95.28571428571429,94.0,668.2857142857143,20.428571428571427,1.67,77.32857142857142,364.8,226864.0,138.66992665036676,1636.0
yolo,2016-08-02,2016,8,2,5731.0,8.653819788948063,0.25,0.0,669.0,14.5,91.8,54.1,83.0,4.1,99.2,74.6,0.0,100.0,100.0,81.76,0.0,0.0,281.76,0.0,100.0,37.699999999999996,72.95,1,Summer,0.026556751095911994,97.97142857142858,101.6,60.02857142857143,55.6,0.0,0.0,5.057142857142857,7.2,75.0,67.0,704.8571428571429,13.842857142857143,1.9700000000000004,75.68571428571428,849.6,215802.0,213.0325765054294,1013.0
tehama,2016-08-03,2016,8,3,80.0,4.394449154672439,0.28,0.0,688.0,15.1,99.9,61.3,85.0,4.1,98.5,73.9,0.0,100.0,99.88,0.0,0.0,0.0,199.88,0.0,100.0,38.60000000000001,80.6,1,Summer,0.0012643024211391365,97.68571428571428,103.3,62.44285714285714,57.1,0.0,0.0,4.1,4.9,85.0,80.0,683.2857142857143,17.17142857142857,1.96,76.2,686.5,63276.0,21.45676500508647,2949.0
kern,2016-08-04,2016,8,4,100.0,4.61512051684126,0.27,0.0,659.0,15.1,96.4,63.4,78.0,3.5,84.8,83.4,0.0,100.0,100.0,100.0,100.0,73.06,473.06,173.06,100.0,33.00000000000001,79.9,1,Summer,0.00011302142434119811,99.31428571428572,102.4,66.1,63.7,0.0,0.0,3.057142857142857,3.6,78.57142857142857,69.0,643.5714285714286,17.228571428571428,1.86,83.15714285714286,510.4,884788.0,108.76312231100184,8135.0
madera,2016-08-04,2016,8,4,85.0,4.454347296253507,0.26,0.0,590.0,12.0,97.6,58.2,75.0,4.7,112.9,84.3,0.0,100.0,100.0,100.0,100.0,38.71,438.71,138.71,100.0,39.39999999999999,77.9,1,Summer,0.0005494612048068159,101.35714285714285,105.1,61.02857142857143,57.0,0.0,0.0,3.8142857142857145,4.1,82.28571428571429,68.0,572.1428571428571,15.200000000000001,1.77,84.61428571428573,639.9,154697.0,72.38979878334113,2137.0
amador,2016-08-05,2016,8,5,26.0,3.295836866004329,0.22,0.0,651.0,11.0,82.9,44.8,99.0,3.2,76.9,75.3,0.0,100.0,100.0,92.63,0.0,0.0,292.63,0.0,100.0,38.10000000000001,63.85,1,Summer,0.0006955033036406923,93.17142857142856,99.7,59.31428571428571,51.9,0.0,0.0,3.4,3.7,51.142857142857146,36.0,658.8571428571429,9.085714285714285,1.88,76.74285714285715,570.2,37383.0,62.82857142857143,595.0
san bernardino,2016-08-07,2016,8,7,8110.0,9.000976444070345,0.29,0.0,608.0,9.2,95.7,60.9,69.0,5.7,136.4,72.5,0.0,100.0,86.29,53.05,32.58,0.63,272.55,33.21,100.0,34.800000000000004,78.3,1,Summer,0.0037895496276802534,96.3,97.5,67.24285714285715,63.5,0.0,0.0,7.528571428571429,10.5,58.57142857142857,56.0,646.4285714285714,12.028571428571428,2.23,73.22857142857143,1262.8999999999999,2140096.0,106.64221646402233,20068.0
fresno,2016-08-08,2016,8,8,7050.0,8.860924729719041,0.29,0.0,686.0,8.6,96.5,54.4,63.0,4.5,108.6,74.7,0.0,100.0,100.0,100.0,100.0,60.94,460.94,160.94,100.0,42.1,75.45,1,Summer,0.0071945015639111555,95.91428571428571,98.8,59.685714285714276,55.5,0.0,0.0,5.528571428571429,6.6,65.42857142857143,52.0,685.1428571428571,10.928571428571429,2.1,76.02857142857144,925.6999999999999,979915.0,164.47045988586774,5958.0
lake,2016-08-09,2016,8,9,45.0,3.828641396489095,0.25,0.0,647.0,13.7,92.6,51.1,85.0,3.9,92.9,70.8,0.0,100.0,95.46,0.59,0.0,0.0,196.04999999999998,0.0,100.0,41.49999999999999,71.85,1,Summer,0.0007018528916339135,88.82857142857142,96.1,48.628571428571426,45.1,0.44999999999999923,0.37,3.9857142857142853,5.3,91.28571428571429,87.0,657.2857142857143,13.342857142857143,1.6700000000000002,71.98571428571428,666.6,64116.0,51.08844621513944,1255.0
lake,2016-08-09,2016,8,9,36.0,3.6109179126442243,0.25,0.0,647.0,13.7,92.6,51.1,85.0,3.9,92.9,70.8,0.0,100.0,95.46,0.59,0.0,0.0,196.04999999999998,0.0,100.0,41.49999999999999,71.85,1,Summer,0.0005614823133071309,88.82857142857142,96.1,48.628571428571426,45.1,0.44999999999999923,0.37,3.9857142857142853,5.3,91.28571428571429,87.0,657.2857142857143,13.342857142857143,1.6700000000000002,71.98571428571428,666.6,64116.0,51.08844621513944,1255.0
shasta,2016-08-09,2016,8,9,35.0,3.58351893845611,0.23,0.0,649.0,10.2,81.7,50.0,76.0,4.6,109.2,67.0,0.0,100.0,16.68,0.0,0.0,0.0,116.68,0.0,100.0,31.700000000000003,65.85,1,Summer,0.00019484387438693766,85.91428571428571,92.1,46.17142857142857,43.3,0.0,0.0,4.6571428571428575,4.9,79.14285714285714,64.0,655.7142857142857,9.342857142857142,1.77,67.62857142857142,782.2,179631.0,47.57176906779661,3776.0
san diego,2016-08-10,2016,8,10,35.0,3.58351893845611,0.22,0.01,636.0,17.8,79.7,60.6,90.0,4.3,103.5,76.5,0.0,100.0,100.0,100.0,66.61,0.0,366.61,66.61,100.0,19.1,70.15,1,Summer,1.0549321241600856e-05,78.77142857142857,80.6,65.44285714285715,62.0,0.009999999999999782,0.01,4.142857142857143,4.6,85.57142857142857,81.0,601.8571428571429,18.985714285714284,1.47,78.01428571428572,695.4000000000001,3317749.0,788.0638954869358,4210.0
santa clara,2016-08-12,2016,8,12,25.0,3.258096538021482,0.2,0.0,597.0,15.1,83.0,49.7,100.0,3.9,92.9,67.9,0.0,100.0,82.31,70.93,41.7,0.0,294.94,41.7,100.0,33.3,66.35,1,Summer,1.302489004387825e-05,77.81428571428572,83.6,52.91428571428571,49.9,0.0,0.0,6.057142857142857,7.2,95.14285714285714,93.0,566.4285714285714,14.414285714285715,1.29,68.17142857142856,1014.7,1919402.0,1486.7560030983734,1291.0
lake,2016-08-13,2016,8,13,3929.0,8.276394704863307,0.25,0.0,649.0,11.7,98.5,50.3,77.0,3.0,71.5,71.9,0.0,100.0,95.46,0.59,0.0,0.0,196.04999999999998,0.0,100.0,48.2,74.4,1,Summer,0.06127955580510325,90.48571428571428,95.0,48.642857142857146,45.1,0.24999999999999928,0.17,3.8142857142857145,4.7,90.42857142857143,85.0,655.1428571428571,13.5,1.72,71.4,639.6,64116.0,51.08844621513944,1255.0
san luis obispo,2016-08-13,2016,8,13,46235.0,10.741513994414158,0.19,0.0,577.0,15.4,78.6,54.4,98.0,2.7,65.7,69.7,0.0,100.0,100.0,100.0,100.0,87.06,487.06,187.06,100.0,24.199999999999996,66.5,1,Summer,0.16343981872620517,73.48571428571428,75.6,53.42857142857143,50.6,0.0,0.0,2.9857142857142867,3.2,94.71428571428571,89.0,577.7142857142857,14.542857142857143,1.26,69.51428571428572,501.1,282887.0,85.6973644350197,3301.0
kern,2016-08-16,2016,8,16,29322.0,10.286127470002349,0.25,0.0,636.0,14.4,96.7,59.8,77.0,2.9,68.6,81.6,0.0,100.0,100.0,100.0,100.0,73.06,473.06,173.06,100.0,36.900000000000006,78.25,1,Summer,0.033140142045326115,96.3142857142857,100.3,60.74285714285714,57.9,0.0,0.0,3.1571428571428575,3.7,78.28571428571429,68.0,657.2857142857143,14.128571428571428,1.79,81.60000000000001,530.1,884788.0,108.76312231100184,8135.0
san bernardino,2016-08-16,2016,8,16,36274.0,10.498884077752388,0.26,0.0,472.0,3.4,96.8,58.4,27.0,6.4,153.2,69.9,0.0,100.0,86.29,53.05,32.58,0.63,272.55,33.21,100.0,38.4,77.6,1,Summer,0.01694970692903496,95.6857142857143,102.2,62.12857142857143,55.0,0.0,0.0,6.114285714285714,9.6,52.0,46.0,658.1428571428571,8.885714285714284,2.14,70.78571428571429,1026.3,2140096.0,106.64221646402233,20068.0
yuba,2016-08-18,2016,8,18,389.0,5.966146739123692,0.24,0.0,567.0,16.1,96.4,67.5,60.0,3.5,83.0,77.7,0.0,100.0,100.0,0.0,0.0,0.0,200.0,0.0,100.0,28.900000000000006,81.95,1,Summer,0.005167718365991365,96.60000000000001,99.1,66.25714285714285,62.0,0.0,0.0,3.8857142857142857,4.7,58.857142857142854,43.0,599.7142857142857,14.385714285714286,1.8200000000000003,74.45714285714284,655.8,75275.0,119.10601265822784,632.0
san joaquin,2016-08-20,2016,8,20,147.0,4.997212273764115,0.21,0.0,557.0,16.2,89.1,57.8,100.0,3.9,94.5,72.6,0.0,100.0,100.0,100.0,76.61,0.0,376.61,76.61,100.0,31.299999999999997,73.44999999999999,1,Summer,0.00020035191063487022,94.39999999999999,97.8,57.028571428571425,51.5,0.0,0.0,3.5571428571428574,4.0,97.28571428571429,84.0,587.1428571428571,15.514285714285714,1.6100000000000003,72.5142857142857,595.8000000000001,733709.0,527.0897988505748,1392.0
tulare,2016-08-22,2016,8,22,395.0,5.981414211254481,0.23,0.0,582.0,13.3,94.7,63.8,70.0,2.6,62.8,83.5,0.0,100.0,100.0,100.0,100.0,95.7,495.7,195.7,100.0,30.900000000000006,79.25,1,Summer,0.0008578806655416485,98.57142857142857,101.7,62.971428571428575,59.2,0.0,0.0,3.1714285714285713,3.5,65.85714285714286,54.0,597.1428571428571,12.385714285714284,1.75,83.98571428571428,534.1,460437.0,95.4471393034826,4824.0
siskiyou,2016-08-24,2016,8,24,710.0,6.566672429803241,0.21,0.0,597.0,7.7,80.4,37.9,94.0,3.4,82.3,66.6,0.0,100.0,0.01,0.0,0.0,0.0,100.01,0.0,100.0,42.50000000000001,59.150000000000006,1,Summer,0.016283283260326124,88.72857142857141,93.2,46.142857142857146,38.3,0.0,0.0,4.4,4.9,88.0,68.0,590.7142857142857,9.914285714285715,1.67,69.05714285714286,736.1999999999998,43603.0,6.944258639910814,6279.0
butte,2016-08-26,2016,8,26,88.0,4.48863636973214,0.2,0.0,605.0,16.3,86.2,53.3,96.0,2.7,64.7,75.2,0.0,100.0,100.0,0.0,0.0,0.0,200.0,0.0,100.0,32.900000000000006,69.75,1,Summer,0.0003878975950349108,88.14285714285714,90.4,57.91428571428571,54.4,0.0,0.0,2.242857142857143,2.5,93.42857142857143,91.0,581.8571428571429,18.285714285714285,1.39,77.38571428571429,379.40000000000003,226864.0,138.66992665036676,1636.0
kern,2016-08-26,2016,8,26,600.0,6.398594934535208,0.23,0.0,565.0,12.2,91.4,58.5,75.0,3.2,75.8,80.6,0.0,100.0,100.0,100.0,100.0,73.06,473.06,173.06,100.0,32.900000000000006,74.95,1,Summer,0.0006781285460471888,93.91428571428571,94.4,61.32857142857143,58.5,0.0,0.0,2.814285714285714,2.9,79.42857142857143,70.0,573.4285714285714,14.257142857142856,1.59,80.89999999999999,474.70000000000005,884788.0,108.76312231100184,8135.0
siskiyou,2016-08-27,2016,8,27,33867.0,10.430225894762168,0.23,0.0,578.0,8.7,84.5,43.1,89.0,4.4,105.0,67.1,0.0,100.0,0.01,0.0,0.0,0.0,100.01,0.0,100.0,41.4,63.8,1,Summer,0.7767126115175561,84.4,92.2,42.114285714285714,37.9,0.0,0.0,4.071428571428571,4.9,87.0,67.0,586.1428571428571,8.471428571428572,1.5699999999999998,67.62857142857142,683.3999999999999,43603.0,6.944258639910814,6279.0
calaveras,2016-08-28,2016,8,28,450.0,6.111467339502679,0.21,0.0,583.0,10.8,87.3,49.0,91.0,3.0,73.0,71.3,0.0,100.0,100.0,100.0,71.18,0.0,371.18,71.18,100.0,38.3,68.15,1,Summer,0.009962143853357242,82.7,87.7,53.92857142857143,49.4,0.14000000000000046,0.14,3.257142857142857,3.6,70.0,38.0,481.85714285714283,9.885714285714286,1.47,72.55714285714286,548.9,45171.0,44.28529411764706,1020.0
kern,2016-08-28,2016,8,28,304.0,5.720311776607412,0.21,0.0,577.0,16.4,91.0,58.7,86.0,3.0,72.5,80.0,0.0,100.0,100.0,100.0,100.0,73.06,473.06,173.06,100.0,32.3,74.85,1,Summer,0.0003435851299972423,92.78571428571429,94.4,60.41428571428571,58.1,0.0,0.0,2.8857142857142857,3.2,79.85714285714286,75.0,577.0,14.057142857142855,1.57,80.92857142857143,483.40000000000003,884788.0,108.76312231100184,8135.0
lake,2016-08-30,2016,8,30,20.0,3.044522437723423,0.22,0.0,597.0,13.4,86.2,54.6,82.0,5.4,129.1,69.9,0.0,100.0,95.46,0.59,0.0,0.0,196.04999999999998,0.0,100.0,31.6,70.4,1,Summer,0.0003119346185039616,84.61428571428571,90.9,51.5,46.0,0.3399999999999993,0.19,4.285714285714286,5.7,92.57142857142857,89.0,540.2857142857143,14.385714285714286,1.27,70.87142857142857,720.7,64116.0,51.08844621513944,1255.0
mendocino,2016-08-30,2016,8,30,36.0,3.6109179126442243,0.22,0.0,597.0,13.4,86.2,54.6,82.0,5.4,129.1,69.9,0.0,100.0,39.14,0.0,0.0,0.0,139.14,0.0,100.0,31.6,70.4,1,Summer,0.0004108275893550007,84.61428571428571,90.9,51.5,46.0,0.3399999999999993,0.19,4.285714285714286,5.7,92.57142857142857,89.0,540.2857142857143,14.385714285714286,1.27,70.87142857142857,720.7,87628.0,24.98659823210721,3507.0
orange,2016-08-31,2016,8,31,150.0,5.017279836814924,0.18,0.0,499.0,20.7,87.6,62.5,100.0,2.9,70.3,75.0,0.0,100.0,100.0,100.0,100.0,73.46,473.46,173.45999999999998,100.0,25.099999999999994,75.05,1,Summer,4.7280846970180285e-05,82.61428571428571,89.8,60.55714285714286,58.5,0.0,0.0,3.528571428571429,4.3,99.28571428571429,96.0,494.85714285714283,18.228571428571428,1.2000000000000002,74.22857142857143,593.4000000000001,3172532.0,4000.670870113493,793.0
santa clara,2016-09-01,2016,9,1,25.0,3.258096538021482,0.18,0.0,537.0,15.4,81.4,49.9,99.0,4.2,101.3,68.5,0.0,100.0,82.31,70.93,41.7,0.0,294.94,41.7,100.0,31.500000000000007,65.65,1,Autumn,1.302489004387825e-05,79.58571428571429,87.1,53.52857142857143,50.4,0.0,0.0,5.471428571428571,8.0,93.57142857142857,90.0,521.8571428571429,14.771428571428572,1.33,68.38571428571429,922.5,1919402.0,1486.7560030983734,1291.0
fresno,2016-09-03,2016,9,3,158.0,5.0689042022202315,0.25,0.0,575.0,9.0,89.5,55.7,66.0,4.9,117.5,73.7,0.0,100.0,100.0,100.0,100.0,60.94,460.94,160.94,100.0,33.8,72.6,1,Autumn,0.00016123847476566845,93.12857142857145,95.3,58.25714285714286,55.1,0.0,0.0,5.828571428571429,7.0,67.42857142857143,58.0,591.2857142857143,11.271428571428572,1.82,74.27142857142857,979.9,979915.0,164.47045988586774,5958.0
san bernardino,2016-09-03,2016,9,3,20.0,3.044522437723423,0.31,0.0,631.0,6.7,84.1,62.9,53.0,9.6,230.5,67.6,0.0,100.0,86.29,53.05,32.58,0.63,272.55,33.21,100.0,21.199999999999996,73.5,1,Autumn,9.345375160740453e-06,95.61428571428571,101.2,60.6,56.0,0.0,0.0,5.142857142857143,7.5,48.0,32.0,602.0,7.8,1.93,69.38571428571429,863.8,2140096.0,106.64221646402233,20068.0
butte,2016-09-05,2016,9,5,800.0,6.68586094706836,0.18,0.0,561.0,13.9,89.2,50.0,96.0,2.0,47.8,71.3,0.0,100.0,100.0,0.0,0.0,0.0,200.0,0.0,100.0,39.2,69.6,1,Autumn,0.0035263417730446436,85.05714285714285,89.4,54.92857142857143,53.3,0.0,0.0,2.2285714285714286,3.1,94.14285714285714,91.0,538.1428571428571,16.04285714285714,1.23,73.27142857142857,373.9,226864.0,138.66992665036676,1636.0
nevada,2016-09-07,2016,9,7,38.0,3.6635616461296463,0.24,0.0,548.0,8.4,92.7,64.7,34.0,4.2,100.4,73.4,0.0,100.0,100.0,17.08,0.0,0.0,217.07999999999998,0.0,100.0,28.0,78.7,1,Autumn,0.00038342397610663224,86.35714285714286,90.0,58.971428571428575,53.3,0.0,0.0,3.185714285714286,3.9,59.857142857142854,46.0,549.0,10.2,1.5,73.88571428571427,533.5,99107.0,103.45198329853862,958.0
san bernardino,2016-09-07,2016,9,7,50.0,3.9318256327243257,0.27,0.0,581.0,7.0,91.1,57.3,39.0,6.1,147.5,67.3,0.0,100.0,86.29,53.05,32.58,0.63,272.55,33.21,100.0,33.8,74.19999999999999,1,Autumn,2.3363437901851133e-05,89.02857142857144,96.0,58.028571428571425,50.7,0.0,0.0,6.728571428571429,9.6,57.142857142857146,32.0,606.1428571428571,7.700000000000001,1.89,68.24285714285715,1130.9,2140096.0,106.64221646402233,20068.0
mendocino,2016-09-10,2016,9,10,50.0,3.9318256327243257,0.19,0.0,540.0,14.2,90.7,47.5,93.0,2.9,70.5,68.7,0.0,100.0,39.14,0.0,0.0,0.0,139.14,0.0,100.0,43.2,69.1,1,Autumn,0.0005705938741041676,86.8,96.0,46.371428571428574,42.5,0.3499999999999993,0.19,3.7285714285714286,4.9,88.85714285714286,85.0,562.2857142857143,12.5,1.4300000000000002,68.34285714285714,624.4,87628.0,24.98659823210721,3507.0
shasta,2016-09-10,2016,9,10,75.0,4.330733340286331,0.19,0.0,543.0,7.8,92.4,41.0,79.0,3.2,77.5,64.7,0.0,100.0,16.68,0.0,0.0,0.0,116.68,0.0,100.0,51.400000000000006,66.7,1,Autumn,0.0004175225879720093,81.04285714285716,89.0,40.1,35.9,0.08000000000000011,0.08,3.9285714285714284,4.8,83.14285714285714,79.0,553.5714285714286,8.314285714285715,1.32,62.24285714285714,660.3,179631.0,47.57176906779661,3776.0
modoc,2016-09-11,2016,9,11,380.0,5.942799375126701,0.21,0.0,523.0,6.9,81.3,36.9,76.0,5.3,126.7,61.8,0.0,100.0,99.76,0.0,0.0,0.0,199.76,0.0,100.0,44.4,59.099999999999994,1,Autumn,0.035556616155590026,77.60000000000001,88.7,33.75714285714286,29.9,0.15000000000000022,0.15,3.7142857142857144,4.4,84.0,65.0,544.5714285714286,6.328571428571429,1.25,61.74285714285714,622.1999999999999,8800.0,2.2289766970618032,3948.0
sacramento,2016-09-11,2016,9,11,40.0,3.713572066704308,0.17,0.0,495.0,13.7,80.9,56.4,85.0,5.5,132.8,71.9,0.0,100.0,100.0,92.32,0.0,0.0,292.32,0.0,100.0,24.500000000000007,68.65,1,Autumn,2.64120544616563e-05,90.57142857142857,95.3,56.771428571428565,53.8,0.0,0.0,2.9285714285714284,3.7,77.28571428571429,65.0,515.8571428571429,13.085714285714285,1.3100000000000003,71.62857142857142,490.4,1514460.0,1569.3886010362694,965.0
siskiyou,2016-09-12,2016,9,12,32.0,3.4965075614664802,0.19,0.0,514.0,5.6,67.7,34.6,74.0,7.8,186.1,60.4,0.0,100.0,0.01,0.0,0.0,0.0,100.01,0.0,100.0,33.1,51.150000000000006,1,Autumn,0.0007338944568034309,77.25714285714285,85.3,34.44285714285714,29.7,0.0,0.0,4.1000000000000005,5.7,89.71428571428571,69.0,528.0,7.542857142857143,1.27,60.57142857142857,686.7999999999998,43603.0,6.944258639910814,6279.0
tehama,2016-09-13,2016,9,13,321.0,5.7745515455444085,0.17,0.0,526.0,12.7,72.8,49.7,90.0,5.5,131.9,70.4,0.0,100.0,99.88,0.0,0.0,0.0,199.88,0.0,100.0,23.099999999999994,61.25,1,Autumn,0.0050730134648207855,91.25714285714285,99.4,59.17142857142857,52.8,0.0,0.0,4.271428571428571,5.9,78.0,62.0,539.5714285714286,14.257142857142856,1.44,71.35714285714286,720.8000000000001,63276.0,21.45676500508647,2949.0
butte,2016-09-16,2016,9,16,30.0,3.4339872044851463,0.16,0.0,518.0,14.8,86.9,50.4,95.0,1.9,45.8,70.4,0.0,100.0,100.0,0.0,0.0,0.0,200.0,0.0,100.0,36.50000000000001,68.65,1,Autumn,0.00013223781648917412,81.44285714285715,89.5,53.22857142857142,48.1,0.0,0.0,2.314285714285714,3.0,94.85714285714286,92.0,482.0,15.114285714285714,1.1400000000000001,72.22857142857143,389.0,226864.0,138.66992665036676,1636.0
inyo,2016-09-17,2016,9,17,5443.0,8.602269363771356,0.18,0.0,544.0,6.7,88.5,38.2,74.0,2.4,57.6,64.7,0.0,100.0,97.62,77.61,44.23,13.39,332.85,57.62,100.0,50.3,63.35,1,Autumn,0.059344700768973586,83.68571428571428,92.0,41.6,35.9,0.0,0.0,3.1571428571428575,4.9,76.0,69.0,545.0,7.171428571428571,1.3499999999999999,65.97142857142858,533.5,18039.0,1.7690497205060312,10197.0
modoc,2016-09-17,2016,9,17,2652.0,7.88344635413774,0.17,0.0,481.0,6.7,82.5,32.5,79.0,3.8,90.8,59.1,0.0,100.0,99.76,0.0,0.0,0.0,199.76,0.0,100.0,50.0,57.5,1,Autumn,0.035556616155590026,75.94285714285715,88.7,33.51428571428571,26.9,0.0,0.0,4.514285714285714,7.4,74.14285714285714,49.0,528.1428571428571,5.328571428571429,1.25,60.42857142857143,755.5999999999999,8800.0,2.2289766970618032,3948.0
nevada,2016-09-17,2016,9,17,47.0,3.871201010907891,0.23,0.0,501.0,8.4,92.9,66.6,37.0,4.2,100.7,71.7,0.0,100.0,100.0,17.08,0.0,0.0,217.07999999999998,0.0,100.0,26.30000000000001,79.75,1,Autumn,0.0004742349178160977,83.25714285714285,94.6,56.885714285714286,51.3,0.0,0.0,3.3285714285714287,3.7,66.57142857142857,56.0,520.4285714285714,10.628571428571428,1.29,72.02857142857144,559.5,99107.0,103.45198329853862,958.0
santa barbara,2016-09-17,2016,9,17,12518.0,9.435002769259663,0.19,0.0,490.0,13.7,94.2,49.5,100.0,3.5,83.8,73.0,0.0,100.0,100.0,100.0,100.0,100.0,500.0,200.0,100.0,44.7,71.85,1,Autumn,0.02805657036555573,79.51428571428572,85.3,48.614285714285714,40.1,0.0,0.0,4.114285714285714,4.5,97.85714285714286,94.0,475.2857142857143,13.657142857142857,1.1199999999999999,73.17142857142858,691.9000000000001,446170.0,163.19312362838332,2734.0
sutter,2016-09-20,2016,9,20,300.0,5.707110264748875,0.2,0.0,442.0,12.2,89.2,57.8,71.0,6.6,158.8,67.7,0.0,100.0,100.0,0.0,0.0,0.0,200.0,0.0,100.0,31.400000000000006,73.5,1,Autumn,0.003103951330043145,89.8,98.2,48.800000000000004,45.4,0.0,0.0,2.0571428571428574,4.5,94.0,90.0,491.0,14.6,1.11,66.0,350.3,96651.0,160.28358208955223,603.0
